merchant,public_category,root,mid_level,leaf
Stuart Weitzman,Luxury Footwear,Expense,Shopping,Clothing & Apparel
StubHub,Event Ticket Resale,Expense,Entertainment,Movies & Events
Studio Movie Grill,Dine-In Cinema,Expense,Entertainment,Movies & Events
Stumptown Coffee,Specialty Coffee Roaster,Expense,Food & Dining,Coffee & Tea
Stylenanda,Fashion & Beauty (Korea),Expense,Shopping,Clothing & Apparel
Stüssy,Streetwear Brand,Expense,Shopping,Clothing & Apparel
Sub Zero,Made-to-Order Ice Cream,Expense,Food & Dining,Ice Cream & Yogurt
Sub Zero Ice Cream,Made-to-Order Ice Cream,Expense,Food & Dining,Ice Cream & Yogurt
Subaru Service,Automobile Dealer Service,Expense,Transportation,Car Service & Parts
Submarino,E-Commerce (Brazil),Expense,Shopping,General Retail
Substack,Newsletter & Publishing,Expense,Technology,Software & SaaS
Subway,Fast Food Sandwich Chain,Expense,Food & Dining,Fast Food
Subway India,Sandwich Chain (India),Expense,Food & Dining,Restaurants
SugarBear,Hair Vitamins,Expense,Health & Wellness,Health Products
Suica,Japan Rail IC Card,Expense,Transportation,Public Transit
Sukiya,Fast Food Gyudon (Japan),Expense,Food & Dining,Fast Food
Sulbing,Korean Shaved Ice,Expense,Food & Dining,Ice Cream & Yogurt
Sullivan Street Bakery,Artisan Bread (NYC),Expense,Food & Dining,Bakery & Desserts
Sullivan Tire,Tire & Auto,Expense,Transportation,Car Service & Parts
Sullivan's Steakhouse,Fine Dining Steakhouse,Expense,Food & Dining,Restaurants
Sulwhasoo,Luxury K-Beauty,Expense,Health & Wellness,Beauty & Spa
Summit Store,Supermarket,Expense,Food & Dining,Groceries
Sumo Ramen,Ramen Restaurant,Expense,Food & Dining,Restaurants
Sun Country Airlines,Low-Cost Airline,Expense,Travel,Airlines
Sunbasket,Organic Meal Kit,Expense,Food & Dining,Restaurants
Sundance Now,Indie Film Streaming,Expense,Entertainment,Streaming Video
Sunday Riley,Premium Skincare,Expense,Health & Wellness,Beauty & Spa
Sunoco,Gas Station,Expense,Transportation,Gas & Fuel
SunPass,Florida Toll,Expense,Transportation,Public Transit
Super 8,Budget Hotel,Expense,Travel,Hotels & Lodging
Super C,Discount Grocery (Quebec),Expense,Food & Dining,Groceries
Super H Mart,Korean Supermarket,Expense,Food & Dining,Groceries
Supercell,Mobile Game Developer,Expense,Entertainment,Gaming
Supercuts,Hair Salon Chain,Expense,Health & Wellness,Beauty & Spa
Superdrug,Pharmacy & Beauty (UK),Expense,Health & Wellness,Pharmacy
Superdry,Fashion Brand (UK),Expense,Shopping,Clothing & Apparel
Superior Grocers,Hispanic Supermarket,Expense,Food & Dining,Groceries
Supreme,Streetwear Brand,Expense,Shopping,Clothing & Apparel
Sur La Table,Kitchen & Cookware,Expense,Shopping,Home & Garden
Surfshark,Virtual Private Network,Expense,Technology,Software & SaaS
Susan G. Komen,Breast Cancer Research,Expense,Donations & Gifts,Charity & Donations
Sushi Hub,Sushi (Australia),Expense,Food & Dining,Restaurants
Sushi Nakazawa,Sushi Restaurant,Expense,Food & Dining,Restaurants
Sushi Tei,Japanese Restaurant Chain,Expense,Food & Dining,Restaurants
Sushi Train,Sushi (Australia),Expense,Food & Dining,Restaurants
Sushi Zanmai,Sushi Chain,Expense,Food & Dining,Restaurants
Swarovski,Crystal Jewelry & Accessories,Expense,Shopping,Clothing & Apparel
Sweaty Betty,Women's Activewear (UK),Expense,Shopping,Clothing & Apparel
SweetCup,Korean Frozen Dessert,Expense,Food & Dining,Ice Cream & Yogurt
sweetFrog,Self-Serve Frozen Yogurt,Expense,Food & Dining,Ice Cream & Yogurt
sweetgreen,Salad Fast Casual,Expense,Food & Dining,Restaurants
Sweetgreen,Salad Fast Casual,Expense,Food & Dining,Fast Food
Swiggy,Food Delivery (India),Expense,Food & Dining,Food Delivery
Swiss Air,Airline (Switzerland),Expense,Travel,Airlines
Swiss Chalet,Family Restaurant (Canada),Expense,Food & Dining,Restaurants
Swisscom,Telecom (Switzerland),Expense,Housing & Utilities,Utilities
Sylvan Learning,Tutoring Center,Expense,Education,Online Learning
Synchrony Bank,Consumer Finance,Expense,Financial Services,Banking Fees
T&T Supermarket,Asian Supermarket (Canada),Expense,Food & Dining,Groceries
T-Mobile,Wireless Telecommunications,Expense,Housing & Utilities,Utilities
T-money,Korea Transit Card,Expense,Transportation,Public Transit
T. Rowe Price,Investment Management,Expense,Financial Services,Banking Fees
T.J. Maxx,Off-Price Department,Expense,Shopping,General Retail
T2 Tea,Specialty Tea Retailer (AU),Expense,Food & Dining,Coffee & Tea
TA Travel Centers,Truck Stop,Expense,Transportation,Gas & Fuel
Tabouleh,Lebanese Restaurant,Expense,Food & Dining,Restaurants
Taco Bell,Fast Food Mexican,Expense,Food & Dining,Fast Food
Taco Bueno,Fast Food Mexican,Expense,Food & Dining,Fast Food
Taco Cabana,Fast Casual Mexican,Expense,Food & Dining,Fast Food
Taco John's,Fast Food Mexican,Expense,Food & Dining,Fast Food
Tada,Ride-Hailing (SE Asia),Expense,Transportation,Rideshare
TAG Heuer,Luxury Watch Manufacturer,Expense,Shopping,Clothing & Apparel
Taj Hotels,Luxury Hotel (India),Expense,Travel,Hotels & Lodging
Takashimaya,Department Store (Japan),Expense,Shopping,General Retail
Take 5 Oil Change,Oil Change Service,Expense,Transportation,Car Service & Parts
Take-Two Interactive,Game Publisher,Expense,Entertainment,Gaming
Takealot,Online Marketplace (South Africa),Expense,Shopping,General Retail
Talabat,Food Delivery (Middle East),Expense,Food & Dining,Food Delivery
Talenti,Italian-Style Gelato,Expense,Food & Dining,Ice Cream & Yogurt
Talkspace,Online Therapy Platform,Expense,Health & Wellness,Health Products
Talwalkars,Gym (India),Expense,Entertainment,Sports & Recreation
Tamimi Markets,Supermarket,Expense,Food & Dining,Groceries
Tandem,Virtual Office,Expense,Technology,Software & SaaS
Tandoori Flame,Indian Buffet,Expense,Food & Dining,Restaurants
Taobao,Online Marketplace (China),Expense,Shopping,General Retail
TAP Air Portugal,Airline (Portugal),Expense,Travel,Airlines
Tapa Tapa,Spanish Tapas Restaurant,Expense,Food & Dining,Restaurants
Tapestry Collection,Boutique,Expense,Travel,Hotels & Lodging
Target,General Merchandise Retailer,Expense,Shopping,General Retail
Target Circle,Retail Loyalty Program,Expense,Food & Dining,Restaurants
Taronga Zoo,Zoo (Australia),Expense,Entertainment,Amusement & Parks
Tartine Bakery,Artisan Bakery,Expense,Food & Dining,Bakery & Desserts
Tartine Manufactory,Bakery & Restaurant (SF),Expense,Food & Dining,Bakery & Desserts
TaskRabbit,Gig Economy Home Services,Expense,Housing & Utilities,Utilities
Tatcha,Luxury Skincare (Japanese-Inspired),Expense,Health & Wellness,Beauty & Spa
Tax Refund,Government Tax Refund,Income,Transfers,Deposit
TaxAct,Tax Software,Expense,Financial Services,Banking Fees
Taxify,Ride-Hailing (Africa/EU),Expense,Transportation,Rideshare
TaxSlayer,Tax Software,Expense,Financial Services,Banking Fees
TaylorMade,Golf Equipment,Expense,Shopping,Sporting Goods
TCBY,Frozen Yogurt Chain,Expense,Food & Dining,Ice Cream & Yogurt
TCL,TV & Electronics (China),Expense,Shopping,Electronics
TD Ameritrade,Online Brokerage,Expense,Financial Services,Banking Fees
TD Bank,Regional Bank,Expense,Financial Services,Banking Fees
Tea Collection,Kids Clothing,Expense,Shopping,Clothing & Apparel
Teamflow,Virtual Office,Expense,Technology,Software & SaaS
Teavana,Premium Tea Brand,Expense,Food & Dining,Coffee & Tea
Technics,Audio Equipment (Japan),Expense,Shopping,Electronics
Technogym,Fitness Equipment (Italy),Expense,Shopping,Sporting Goods
Ted Baker,Designer Fashion (UK),Expense,Shopping,Clothing & Apparel
Teladoc Health,Telehealth Platform,Expense,Financial Services,Banking Fees
Telefonica,Telecom (Spain),Expense,Housing & Utilities,Utilities
Telenor,Telecom (Norway/Asia),Expense,Housing & Utilities,Utilities
Telepizza,Pizza Chain (Spain),Expense,Food & Dining,Fast Food
Telia,Telecom (Scandinavia),Expense,Housing & Utilities,Utilities
Telstra,Telecom (Australia),Expense,Housing & Utilities,Utilities
Tempo,Smart Home Gym,Expense,Entertainment,Sports & Recreation
Tempo by Hilton,Lifestyle Hotel,Expense,Travel,Hotels & Lodging
Tempur-Pedic,Premium Mattress,Expense,Shopping,Home & Garden
Temu,Online Discount Marketplace,Expense,Shopping,General Retail
Ten Thousand,Men's Training Apparel,Expense,Shopping,Clothing & Apparel
Tencent Games,Game Publisher (China),Expense,Entertainment,Gaming
Tender Greens,Salad & Plates,Expense,Food & Dining,Restaurants
Tenkaippin,Ramen Chain (Japan),Expense,Food & Dining,Restaurants
Tennis Express,Tennis Equipment,Expense,Shopping,Sporting Goods
Teriyaki Madness,Fast Casual Teriyaki,Expense,Food & Dining,Fast Food
Terminix,Pest Control Service,Expense,Housing & Utilities,Utilities
Terraform,Infrastructure as Code,Expense,Technology,Software & SaaS
Terrain,Garden & Home,Expense,Shopping,Home & Garden
Territory Foods,Prepared Meals,Expense,Food & Dining,Restaurants
Tesco,Supermarket Chain,Expense,Food & Dining,Groceries
Tesco Lotus,Hypermarket Chain,Expense,Food & Dining,Groceries
Tesla Service,Electric Vehicle Service,Expense,Transportation,Car Service & Parts
Texaco,Gas Station,Expense,Transportation,Gas & Fuel
Texas Chicken,Fast Food Fried Chicken,Expense,Food & Dining,Fast Food
Texas de Brazil,Brazilian Steakhouse,Expense,Food & Dining,Restaurants
Texas Roadhouse,Casual Dining Steakhouse,Expense,Food & Dining,Restaurants
TGI Fridays,Casual Dining Restaurant,Expense,Food & Dining,Restaurants
Thai Airways,Major Airline (Thailand),Expense,Travel,Airlines
Thai Express,Thai Restaurant Chain,Expense,Food & Dining,Restaurants
Thai Square,Thai Restaurant (UK),Expense,Food & Dining,Restaurants
Thalia,Book Retailer (Germany),Expense,Shopping,Books & Media
The Alley,Bubble Tea Chain,Expense,Food & Dining,Coffee & Tea
The Art of Shaving,Men's Grooming,Expense,Health & Wellness,Beauty & Spa
The Barn,Specialty Coffee (Berlin),Expense,Food & Dining,Coffee & Tea
The Bavarian,German Restaurant (AU),Expense,Food & Dining,Restaurants
The Body Shop,Natural Beauty & Body,Expense,Health & Wellness,Beauty & Spa
The Capital Grille,Upscale Steakhouse,Expense,Food & Dining,Restaurants
The Cheesecake Factory,Casual Dining Restaurant,Expense,Food & Dining,Restaurants
The Children's Place,Children's Clothing,Expense,Shopping,Clothing & Apparel
The Coffee Bean & Tea Leaf,Coffee & Tea Chain,Expense,Food & Dining,Coffee & Tea
The Coffee Club,Coffee Chain (AU),Expense,Food & Dining,Coffee & Tea
The Dusty Knuckle,Bakery (London),Expense,Food & Dining,Bakery & Desserts
The Farmer's Dog,Fresh Dog Food Delivery,Expense,Shopping,Pet Supplies
The Fat Duck,Fine Dining (UK),Expense,Food & Dining,Restaurants
The French Laundry,Fine Dining (Napa),Expense,Food & Dining,Restaurants
The Fresh Market,Specialty Grocery,Expense,Food & Dining,Groceries
The Good Guys,Electronics (Australia),Expense,Shopping,Electronics
The Great Kabab Factory,Mughlai,Expense,Food & Dining,Restaurants
The Gym Group,Budget Gym (UK),Expense,Entertainment,Sports & Recreation
The Halal Guys,Halal Street Food,Expense,Food & Dining,Restaurants
The Hartford,Insurance,Expense,Housing & Utilities,Utilities
The Honest Kitchen,Dehydrated Pet Food,Expense,Shopping,Pet Supplies
The Hussar Grill,Steakhouse (South Africa),Expense,Food & Dining,Restaurants
The Ivy,British Restaurant,Expense,Food & Dining,Restaurants
The Keg,Steakhouse (Canada),Expense,Food & Dining,Restaurants
The Keg Steakhouse,Steakhouse (Canada),Expense,Food & Dining,Restaurants
The Learning Experience,Childcare,Expense,Education,Online Learning
The Maids,House Cleaning Service,Expense,Housing & Utilities,Utilities
The Maine Oyster Bar,Seafood (Dubai),Expense,Food & Dining,Restaurants
The Meat Co,Steakhouse (Middle East),Expense,Food & Dining,Restaurants
The Melting Pot,Fondue Restaurant,Expense,Food & Dining,Restaurants
The Mill,Toast & Coffee (SF),Expense,Food & Dining,Bakery & Desserts
The Ned,Hotel & Members Club (London),Expense,Travel,Hotels & Lodging
The North Face,Outdoor Apparel & Gear,Expense,Shopping,Clothing & Apparel
The Ordinary,Affordable Skincare,Expense,Health & Wellness,Beauty & Spa
The Original Pancake House,Breakfast Restaurant,Expense,Food & Dining,Restaurants
The Paper Store,Gifts & Stationery,Expense,Shopping,Home & Garden
The Princeton Review,Test Prep,Expense,Education,Online Learning
The RealReal,Luxury Consignment,Expense,Shopping,Clothing & Apparel
The Reject Shop,Discount Variety (AU),Expense,Shopping,General Retail
The Ritz-Carlton,Luxury Hotel,Expense,Travel,Hotels & Lodging
The Row,Ultra-Luxury Minimalist,Expense,Shopping,Clothing & Apparel
The Sushi Bar,Japanese Restaurant,Expense,Food & Dining,Restaurants
The UPS Store,Printing & Shipping,Expense,Shopping,Office Supplies
The White Company,Home & Lifestyle (UK),Expense,Shopping,Home & Garden
Therm-a-Rest,Sleeping Pads,Expense,Shopping,Sporting Goods
Things Remembered,Personalized Gifts,Expense,Shopping,Home & Garden
Think Coffee,Coffee Chain (NYC),Expense,Food & Dining,Coffee & Tea
ThinkFun,Logic Games,Expense,Kids & Family,Toys & Activities
Third Wave Coffee,Specialty Coffee (India),Expense,Food & Dining,Coffee & Tea
ThirdLove,DTC Bras & Intimates,Expense,Shopping,Clothing & Apparel
Thistle,Plant-Based Meal Delivery,Expense,Food & Dining,Restaurants
Thompson Hotels,Luxury Lifestyle,Expense,Travel,Hotels & Lodging
Thorntons,Convenience Store & Gas,Expense,Food & Dining,Groceries
Thorntons Gas,Convenience Store Gas,Expense,Transportation,Gas & Fuel
Thorpe Park,Theme Park (UK),Expense,Entertainment,Amusement & Parks
ThredUp,Online Thrift Store,Expense,Shopping,General Retail
Three UK,Mobile Operator (UK),Expense,Housing & Utilities,Utilities
ThriftBooks,Online Used Books,Expense,Shopping,Books & Media
Thrifty,Car Rental,Expense,Transportation,Rideshare
Thrifty Car Rental,Car Rental,Expense,Travel,Hotels & Lodging
Thrive Market,Online Health Marketplace,Expense,Health & Wellness,Health Products
Thumbtack,Local Service Marketplace,Expense,Housing & Utilities,Utilities
Ticketek,Event Ticketing (AU),Expense,Entertainment,Movies & Events
Ticketmaster,Event Ticketing Platform,Expense,Entertainment,Movies & Events
TickPick,No-Fee Ticket Marketplace,Expense,Entertainment,Movies & Events
Tidal,Hi-Fi Music Streaming,Expense,Shopping,Books & Media
Tidal Wave Auto Spa,Car Wash,Expense,Transportation,Car Service & Parts
Tier,Scooter Share (Germany),Expense,Transportation,Rideshare
Tiffany & Co.,Luxury Jewelry,Expense,Shopping,Clothing & Apparel
Tiffin Room,Indian Restaurant,Expense,Food & Dining,Restaurants
Tiger Sugar,Bubble Tea Chain,Expense,Food & Dining,Coffee & Tea
Tikka House,Indian Restaurant,Expense,Food & Dining,Restaurants
Tile,Bluetooth Tracker,Expense,Shopping,Electronics
Tillamook Ice Cream,Premium Ice Cream,Expense,Food & Dining,Ice Cream & Yogurt
Tim Ho Wan,Dim Sum Restaurant,Expense,Food & Dining,Restaurants
Tim Hortons,Coffee & Fast Food,Expense,Food & Dining,Coffee & Tea
Tim Wendelboe,Specialty Coffee (Oslo),Expense,Food & Dining,Coffee & Tea
Timberland,Outdoor Boots & Apparel,Expense,Shopping,Clothing & Apparel
Timezone,Arcade (Asia-Pacific),Expense,Entertainment,Amusement & Parks
Tineco,Smart Vacuum & Mop,Expense,Housing & Utilities,Home Services
Ting Mobile,MVNO,Expense,Housing & Utilities,Utilities
Tire Kingdom,Tire Retailer,Expense,Transportation,Car Service & Parts
Tires Plus,Tire & Auto Service,Expense,Transportation,Car Service & Parts
Tissot,Swiss Watch Manufacturer,Expense,Shopping,Clothing & Apparel
Title Boxing Club,Boxing Fitness,Expense,Entertainment,Sports & Recreation
Titleist,Golf Equipment,Expense,Shopping,Sporting Goods
Tivoli Gardens,Amusement Park (Denmark),Expense,Entertainment,Amusement & Parks
Tivoli Road Bakery,Bakery (Melbourne),Expense,Food & Dining,Bakery & Desserts
Tmall,Premium E-Commerce (China),Expense,Shopping,General Retail
Toad&Co,Sustainable Casual,Expense,Shopping,Sporting Goods
Toasted Yolk Cafe,Breakfast,Expense,Food & Dining,Restaurants
Toby Carvery,Carvery Restaurant (UK),Expense,Food & Dining,Restaurants
Toby's Estate,Specialty Coffee (NYC/AU),Expense,Food & Dining,Coffee & Tea
Todoist,Task Management App,Expense,Technology,Software & SaaS
Toho Cinemas,Movie Theater (Japan),Expense,Entertainment,Movies & Events
Tokopedia,Online Marketplace (Indonesia),Expense,Shopping,General Retail
Toks,Family Restaurant (Mexico),Expense,Food & Dining,Restaurants
Tokyo Banana,Japanese Souvenir Snack,Expense,Food & Dining,Snacks & Drinks
Tokyo Central,Japanese Supermarket,Expense,Food & Dining,Groceries
Tokyo Disneyland,Theme Park (Japan),Expense,Entertainment,Amusement & Parks
Tokyo DisneySea,Theme Park (Japan),Expense,Entertainment,Amusement & Parks
Tom Ford,Luxury Fashion,Expense,Shopping,Clothing & Apparel
Tom Ford Beauty,Luxury Fragrance,Expense,Health & Wellness,Beauty & Spa
Tom N Toms,Coffee Chain (Korea),Expense,Food & Dining,Coffee & Tea
Tom Tailor,Fashion Brand (Germany),Expense,Shopping,Clothing & Apparel
Tombow,Art Supplies (Japan),Expense,Shopping,Office Supplies
Tommy Hilfiger,Premium Fashion,Expense,Shopping,Clothing & Apparel
Tommy's Express,Car Wash,Expense,Transportation,Car Service & Parts
Tonal,Smart Home Gym,Expense,Entertainment,Sports & Recreation
Toni&Guy,Hair Salon (UK),Expense,Health & Wellness,Beauty & Spa
Tony's Pizza Napoletana,Pizza (SF),Expense,Food & Dining,Restaurants
Too Faced,Cosmetics Brand,Expense,Health & Wellness,Beauty & Spa
Topgolf,Golf Entertainment Complex,Expense,Entertainment,Amusement & Parks
Topo Athletic,Natural Running Shoes,Expense,Shopping,Sporting Goods
Topper's Pizza,Pizza Chain (Midwest),Expense,Food & Dining,Fast Food
Toppers Pizza,Pizza Chain (Wisconsin),Expense,Food & Dining,Fast Food
Toppr,Learning App (India),Expense,Education,Online Learning
